departamento,municipio,cultivo,área_sembrada,área_cosechada,producción
Amazonas,Leticia,Araza,42,23,234
Amazonas,Leticia,Asai,103,70,280
Amazonas,Leticia,Caimo,55,53,53
Amazonas,Leticia,Chontaduro,75,60,181
Amazonas,Leticia,Copoazu,59,45,249
Amazonas,Leticia,Uva Caimarona,42,23,2
Amazonas,Leticia,Cacao,52,0,0
Amazonas,Leticia,Platano,300,255,1275
Amazonas,Puerto Nariño,Araza,15,8,84
Amazonas,Puerto Nariño,Asai,43,18,73
Amazonas,Puerto Nariño,Copoazu,34,23,47
Amazonas,Puerto Nariño,Frutales Varios,393,327,1678
Amazonas,Puerto Nariño,Uva Caimarona,20,7,14
Amazonas,Puerto Nariño,Sacha Inchi,64,64,95
Amazonas,Puerto Nariño,Cacao,98,29,15
Amazonas,Puerto Nariño,Caña Panelera,4,4,16
Amazonas,Puerto Nariño,Platano,332,282,1410
Antioquia,Abejorral,Hortensia,132,122,518
Antioquia,Abejorral,Aguacate,556,476,9044
Antioquia,Abejorral,Lulo,25,25,125
Antioquia,Abejorral,Mora,6,6,48
Antioquia,Abejorral,Tomate De Arbol,100,100,2500
Antioquia,Abejorral,Cacao,5,5,2
Antioquia,Abejorral,Cafe,3149,2529,4718
Antioquia,Abejorral,Caña Panelera,220,215,1183
Antioquia,Abejorral,Platano,2041,2041,9185
Antioquia,Abriaqui,Aguacate,49,3,30
Antioquia,Abriaqui,Granadilla,34,34,204
Antioquia,Abriaqui,Lulo,8,7,20
Antioquia,Abriaqui,Tomate De Arbol,5,5,100
Antioquia,Abriaqui,Cafe,119,104,193
Antioquia,Abriaqui,Caña Panelera,127,123,492
Antioquia,Alejandria,Fique,10,5,11
Antioquia,Alejandria,Sacha Inchi,13,3,12
Antioquia,Alejandria,Cafe,701,608,786
Antioquia,Alejandria,Caña Panelera,247,207,1346
Antioquia,Alejandria,Platano,135,75,218
Antioquia,Amaga,Aguacate,134,129,1419
Antioquia,Amaga,Maracuya,3,3,40
Antioquia,Amaga,Cafe,621,540,791
Antioquia,Amaga,Caña Panelera,77,73,219
Antioquia,Amaga,Platano,49,40,158
Antioquia,Amalfi,Fique,1356,156,187
Antioquia,Amalfi,Caucho,66,7,6
Antioquia,Amalfi,Cacao,712,707,354
Antioquia,Amalfi,Cafe,1894,1562,1212
Antioquia,Amalfi,Caña Panelera,749,729,2916
Antioquia,Amalfi,Platano,436,434,1172
Antioquia,Andes,Banano,1047,1027,35945
Antioquia,Andes,Gulupa,33,27,810
Antioquia,Andes,Maracuya,4,3,51
Antioquia,Andes,Cafe,10380,7648,9888
Antioquia,Andes,Caña Panelera,283,283,1981
Antioquia,Andes,Platano,1020,1005,5025
Antioquia,Angelopolis,Aguacate,28,28,84
Antioquia,Angelopolis,Lulo,8,8,16
Antioquia,Angelopolis,Mandarina,19,19,383
Antioquia,Angelopolis,Mora,9,9,9
Antioquia,Angelopolis,Cafe,269,235,283
Antioquia,Angelopolis,Caña Panelera,69,67,281
Antioquia,Angelopolis,Platano,257,213,957
Antioquia,Angostura,Aguacate,44,14,168
Antioquia,Angostura,Lulo,25,25,163
Antioquia,Angostura,Cafe,812,684,1179
Antioquia,Angostura,Caña Panelera,1438,1438,11504
Antioquia,Angostura,Platano,378,378,1134
Antioquia,Anori,Fique,66,7,5
Antioquia,Anori,Cacao,245,230,138
Antioquia,Anori,Cafe,294,228,236
Antioquia,Anori,Caña Panelera,726,717,3585
Antioquia,Anori,Platano,95,90,360
Antioquia,Anza,Aguacate,30,2,15
Antioquia,Anza,Guanabana,78,70,1750
Antioquia,Anza,Mango,531,385,5005
Antioquia,Anza,Naranja,17,15,375
Antioquia,Anza,Cafe,1923,1645,2553
Antioquia,Anza,Caña Panelera,21,21,41
Antioquia,Anza,Platano,110,110,385
Antioquia,Apartado,Heliconia,1,1,4
Antioquia,Apartado,Aguacate,110,100,1500
Antioquia,Apartado,Bananito,137,137,2321
Antioquia,Apartado,Banano,10000,10000,350000
Antioquia,Apartado,Cacao,2014,1404,702
Antioquia,Apartado,Platano,904,828,11988
Antioquia,Arboletes,Caucho,95,80,48
Antioquia,Arboletes,Coco,27,0,0
Antioquia,Arboletes,Maracuya,102,102,2040
Antioquia,Arboletes,Cacao,313,245,172
Antioquia,Arboletes,Platano,2395,2188,20178
Antioquia,Argelia,Aguacate,62,49,490
Antioquia,Argelia,Cacao,143,40,20
Antioquia,Argelia,Cafe,1271,1088,2028
Antioquia,Argelia,Caña Panelera,115,110,440
Antioquia,Argelia,Platano,30,15,45
Antioquia,Armenia,Aguacate,30,27,81
Antioquia,Armenia,Banano,1,1,5
Antioquia,Armenia,Lima,4,4,20
Antioquia,Armenia,Mandarina,5,5,31
Antioquia,Armenia,Maracuya,4,4,28
Antioquia,Armenia,Cafe,586,494,639
Antioquia,Armenia,Platano,116,115,368
Antioquia,Barbosa,Fique,125,125,150
Antioquia,Barbosa,Aguacate,12,8,41
Antioquia,Barbosa,Mora,50,45,369
Antioquia,Barbosa,Naranja,15,15,210
Antioquia,Barbosa,Piña,24,16,272
Antioquia,Barbosa,Cafe,1062,963,1796
Antioquia,Barbosa,Caña Panelera,1060,1060,6360
Antioquia,Barbosa,Platano,220,190,760
Antioquia,Bello,Tomate De Arbol,77,0,0
Antioquia,Bello,Cafe,143,125,108
Antioquia,Bello,Platano,5,5,25
Antioquia,Belmira,Aguacate,14,9,105
Antioquia,Belmira,Mora,2,2,10
Antioquia,Betania,Aguacate,13,0,0
Antioquia,Betania,Bananito,6,6,61
Antioquia,Betania,Banano,12,12,156
Antioquia,Betania,Lulo,2,2,20
Antioquia,Betania,Maracuya,16,16,320
Antioquia,Betania,Cafe,6445,4749,7368
Antioquia,Betania,Caña Panelera,8,8,26
Antioquia,Betania,Platano,222,222,1554
Antioquia,Betulia,Aguacate,104,54,540
Antioquia,Betulia,Granadilla,15,15,150
Antioquia,Betulia,Mandarina,43,43,860
Antioquia,Betulia,Mango,610,400,4800
Antioquia,Betulia,Naranja,300,300,6000
Antioquia,Betulia,Cacao,27,7,3
Antioquia,Betulia,Cafe,5734,4230,6562
Antioquia,Betulia,Caña Panelera,110,110,880
Antioquia,Betulia,Platano,240,240,960
Antioquia,Briceño,Aguacate,50,0,0
Antioquia,Briceño,Lima,6,5,25
Antioquia,Briceño,Maracuya,21,18,72
Antioquia,Briceño,Cacao,62,32,22
Antioquia,Briceño,Cafe,589,485,586
Antioquia,Briceño,Caña Panelera,280,220,6160
Antioquia,Briceño,Platano,114,77,609
Antioquia,Buritica,Aguacate,32,0,0
Antioquia,Buritica,Cacao,11,11,6
Antioquia,Buritica,Cafe,936,861,964
Antioquia,Buritica,Caña Panelera,55,38,76
Antioquia,Buritica,Platano,30,28,56
Antioquia,Caceres,Caucho,2025,280,560
Antioquia,Caceres,Cacao,2044,850,510
Antioquia,Caceres,Platano,879,130,1040
Antioquia,Caicedo,Aguacate,122,25,250
Antioquia,Caicedo,Banano,9,4,48
Antioquia,Caicedo,Granadilla,31,30,453
Antioquia,Caicedo,Mango,24,4,39
Antioquia,Caicedo,Maracuya,13,13,81
Antioquia,Caicedo,Mora,1,1,2
Antioquia,Caicedo,Tomate De Arbol,9,4,44
Antioquia,Caicedo,Cafe,2354,2160,4028
Antioquia,Caicedo,Caña Panelera,58,43,77
Antioquia,Caicedo,Platano,95,19,118
Antioquia,Caldas,Aguacate,12,12,46
Antioquia,Caldas,Cafe,140,115,178
Antioquia,Caldas,Platano,30,28,56
Antioquia,Campamento,Cacao,46,26,10
Antioquia,Campamento,Cafe,230,187,194
Antioquia,Campamento,Caña Panelera,3953,3908,14850
Antioquia,Campamento,Stevia,3,2,3
Antioquia,Caracoli,Aguacate,16,16,81
Antioquia,Caracoli,Guanabana,26,17,34
Antioquia,Caracoli,Limon,6,4,11
Antioquia,Caracoli,Naranja,7,5,33
Antioquia,Caracoli,Zapote,3,3,16
Antioquia,Caracoli,Cacao,454,449,367
Antioquia,Caracoli,Cafe,21,21,13
Antioquia,Caracoli,Caña Panelera,46,46,186
Antioquia,Caracoli,Platano,25,25,254
Antioquia,Caramanta,Aguacate,10,5,50
Antioquia,Caramanta,Banano,115,87,1044
Antioquia,Caramanta,Granadilla,9,9,108
Antioquia,Caramanta,Naranja,14,13,160
Antioquia,Caramanta,Tomate De Arbol,62,52,1560
Antioquia,Caramanta,Cafe,798,674,929
Antioquia,Caramanta,Caña Panelera,268,236,1416
Antioquia,Caramanta,Cardamomo,25,25,38
Antioquia,Caramanta,Platano,437,422,1477
Antioquia,Carepa,Caucho,6,0,0
Antioquia,Carepa,Aguacate,20,0,0
Antioquia,Carepa,Bananito,175,175,3150
Antioquia,Carepa,Banano,10547,10547,359795
Antioquia,Carepa,Maracuya,70,53,901
Antioquia,Carepa,Palma De Aceite,140,60,229
Antioquia,Carepa,Cacao,514,304,243
Antioquia,Carepa,Platano,1224,1154,11002
Antioquia,Carmen De Viboral,Crisantemo,200,200,200
Antioquia,Carmen De Viboral,Heliconia,12,12,51
Antioquia,Carmen De Viboral,Hortensia,678,678,678
Antioquia,Carmen De Viboral,Agraz,6,3,10
Antioquia,Carmen De Viboral,Aguacate,135,95,1477
Antioquia,Carmen De Viboral,Fresa,125,115,4600
Antioquia,Carmen De Viboral,Granadilla,5,3,30
Antioquia,Carmen De Viboral,Guayaba,2,2,23
Antioquia,Carmen De Viboral,Gulupa,11,9,126
Antioquia,Carmen De Viboral,Lima,6,4,92
Antioquia,Carmen De Viboral,Limon,61,61,1098
Antioquia,Carmen De Viboral,Mora,8,8,112
Antioquia,Carmen De Viboral,Tomate De Arbol,8,5,150
Antioquia,Carmen De Viboral,Cacao,2,0,0
Antioquia,Carmen De Viboral,Cafe,126,113,175
Antioquia,Carmen De Viboral,Caña Panelera,133,133,333
Antioquia,Carmen De Viboral,Plantas Aromaticas Y Medicinales,12,11,78
Antioquia,Carmen De Viboral,Platano,13,12,120
Antioquia,Carolina,Gulupa,12,12,240
Antioquia,Carolina,Lulo,30,30,295
Antioquia,Carolina,Mora,3,3,24
Antioquia,Carolina,Cafe,13,13,12
Antioquia,Caucasia,Caucho,1525,0,0
Antioquia,Caucasia,Maracuya,10,3,15
Antioquia,Caucasia,Piña,5,2,160
Antioquia,Caucasia,Cacao,136,136,109
Antioquia,Caucasia,Platano,150,100,800
Antioquia,Cañasgordas,Aguacate,29,0,0
Antioquia,Cañasgordas,Bananito,607,507,3803
Antioquia,Cañasgordas,Banano,5,5,25
Antioquia,Cañasgordas,Lima,51,47,429
Antioquia,Cañasgordas,Lulo,13,3,33
Antioquia,Cañasgordas,Cacao,95,83,33
Antioquia,Cañasgordas,Cafe,2066,1755,2723
Antioquia,Cañasgordas,Caña Panelera,148,132,767
Antioquia,Cañasgordas,Platano,110,80,360
Antioquia,Chigorodo,Bananito,50,40,400
Antioquia,Chigorodo,Banano,3603,3603,125234
Antioquia,Chigorodo,Lima,32,17,34
Antioquia,Chigorodo,Maracuya,653,530,11130
Antioquia,Chigorodo,Piña,950,690,62100
Antioquia,Chigorodo,Palma De Aceite,2290,553,2107
Antioquia,Chigorodo,Cacao,789,434,303
Antioquia,Chigorodo,Platano,1061,951,8098
Antioquia,Cisneros,Guanabana,12,12,62
Antioquia,Cisneros,Naranja,11,11,11
Antioquia,Cisneros,Cacao,6,6,5
Antioquia,Cisneros,Cafe,136,126,152
Antioquia,Cisneros,Caña Panelera,853,843,4251
Antioquia,Cisneros,Platano,40,40,83
Antioquia,Ciudad Bolivar,Banano,41,41,1640
Antioquia,Ciudad Bolivar,Cafe,10063,7374,11439
Antioquia,Ciudad Bolivar,Caña Panelera,37,37,333
Antioquia,Ciudad Bolivar,Platano,792,770,2464
Antioquia,Cocorna,Guayaba,120,120,960
Antioquia,Cocorna,Limon,30,20,160
Antioquia,Cocorna,Mandarina,15,10,100
Antioquia,Cocorna,Cacao,60,50,30
Antioquia,Cocorna,Cafe,466,410,388
Antioquia,Cocorna,Caña Panelera,691,691,3248
Antioquia,Cocorna,Platano,407,407,2646
Antioquia,Concepcion,Fique,20,15,15
Antioquia,Concepcion,Aguacate,5,5,15
Antioquia,Concepcion,Lulo,20,15,240
Antioquia,Concepcion,Tomate De Arbol,143,143,3575
Antioquia,Concepcion,Cafe,170,162,140
Antioquia,Concepcion,Caña Panelera,131,130,390
Antioquia,Concordia,Aguacate,15,15,225
Antioquia,Concordia,Banano,85,60,480
Antioquia,Concordia,Granadilla,18,18,180
Antioquia,Concordia,Mandarina,18,7,100
Antioquia,Concordia,Maracuya,11,6,60
Antioquia,Concordia,Naranja,84,78,646
Antioquia,Concordia,Cacao,35,10,5
Antioquia,Concordia,Cafe,6880,5306,9896
Antioquia,Concordia,Caña Panelera,155,155,1085
Antioquia,Concordia,Platano,526,496,2976
Antioquia,Copacabana,Fique,10,0,0
Antioquia,Copacabana,Naranja,46,44,362
Antioquia,Copacabana,Cafe,91,81,56
Antioquia,Copacabana,Caña Panelera,60,55,110
Antioquia,Copacabana,Platano,35,35,210
Antioquia,Dabeiba,Aguacate,21,21,210
Antioquia,Dabeiba,Bananito,44,44,440
Antioquia,Dabeiba,Banano,22,22,110
Antioquia,Dabeiba,Guanabana,6,5,50
Antioquia,Dabeiba,Lima,66,56,748
Antioquia,Dabeiba,Lulo,20,20,160
Antioquia,Dabeiba,Maracuya,810,790,17380
Antioquia,Dabeiba,Naranja,14,0,0
Antioquia,Dabeiba,Papaya,36,26,520
Antioquia,Dabeiba,Sacha Inchi,22,17,119
Antioquia,Dabeiba,Cacao,344,226,158
Antioquia,Dabeiba,Cafe,1673,1454,2005
Antioquia,Dabeiba,Caña Panelera,465,420,588
Antioquia,Dabeiba,Platano,100,85,1020
Antioquia,Don Matias,Fique,9,2,3
Antioquia,Don Matias,Aguacate,6,5,25
Antioquia,Don Matias,Granadilla,3,2,24
Antioquia,Don Matias,Lulo,1,0,0
Antioquia,Don Matias,Mora,3,1,7
Antioquia,Don Matias,Tomate De Arbol,363,173,7785
Antioquia,Don Matias,Cafe,227,207,339
Antioquia,Don Matias,Caña Panelera,352,220,770
Antioquia,Don Matias,Platano,18,18,40
Antioquia,Ebejico,Aguacate,33,3,5
Antioquia,Ebejico,Maracuya,35,35,210
Antioquia,Ebejico,Cacao,45,45,24
Antioquia,Ebejico,Cafe,1901,1655,1569
Antioquia,Ebejico,Caña Panelera,1516,1471,7353
Antioquia,Ebejico,Platano,1559,1534,7568
Antioquia,El Bagre,Caucho,255,70,63
Antioquia,El Bagre,Naranja,8,4,24
Antioquia,El Bagre,Sacha Inchi,54,46,92
Antioquia,El Bagre,Cacao,403,287,144
Antioquia,El Bagre,Platano,342,264,634
Antioquia,Entrerrios,Agraz,2,0,0
Antioquia,Entrerrios,Aguacate,20,8,80
Antioquia,Entrerrios,Fresa,6,6,150
Antioquia,Entrerrios,Granadilla,5,1,8
Antioquia,Entrerrios,Mora,3,3,26
Antioquia,Entrerrios,Tomate De Arbol,100,60,1860
Antioquia,Envigado,Cafe,22,21,31
Antioquia,Fredonia,Aguacate,50,49,294
Antioquia,Fredonia,Lima,80,70,1400
Antioquia,Fredonia,Mandarina,107,81,324
Antioquia,Fredonia,Naranja,881,731,28467
Antioquia,Fredonia,Piña,10,10,145
Antioquia,Fredonia,Tangelo,74,64,271
Antioquia,Fredonia,Cafe,2346,1673,2163
Antioquia,Fredonia,Caña Panelera,91,66,396
Antioquia,Fredonia,Platano,989,939,3756
Antioquia,Frontino,Aguacate,14,9,53
Antioquia,Frontino,Banano,8,8,40
Antioquia,Frontino,Lima,59,50,508
Antioquia,Frontino,Limon,2,2,2
Antioquia,Frontino,Lulo,60,60,900
Antioquia,Frontino,Maracuya,20,20,300
Antioquia,Frontino,Naranja,8,8,56
Antioquia,Frontino,Piña,1,0,0
Antioquia,Frontino,Tomate De Arbol,1,1,4
Antioquia,Frontino,Cacao,96,85,51
Antioquia,Frontino,Cafe,589,500,905
Antioquia,Frontino,Caña Panelera,1614,1589,12712
Antioquia,Frontino,Platano,35,35,175
Antioquia,Giraldo,Fique,35,33,83
Antioquia,Giraldo,Aguacate,21,21,105
Antioquia,Giraldo,Banano,22,20,70
Antioquia,Giraldo,Fresa,1,1,19
Antioquia,Giraldo,Granadilla,3,3,15
Antioquia,Giraldo,Lima,4,3,15
Antioquia,Giraldo,Tomate De Arbol,8,6,75
Antioquia,Giraldo,Cafe,705,617,1063
Antioquia,Giraldo,Caña Panelera,17,17,51
Antioquia,Girardota,Fique,31,21,33
Antioquia,Girardota,Aguacate,15,7,49
Antioquia,Girardota,Banano,7,7,254
Antioquia,Girardota,Mora,7,6,48
Antioquia,Girardota,Naranja,18,12,292
Antioquia,Girardota,Cafe,224,212,283
Antioquia,Girardota,Caña Panelera,619,592,2961
Antioquia,Girardota,Platano,66,52,1354
Antioquia,Gomez Plata,Fique,34,34,88
Antioquia,Gomez Plata,Cafe,691,588,522
Antioquia,Gomez Plata,Caña Panelera,200,118,400
Antioquia,Gomez Plata,Platano,500,497,1690
Antioquia,Granada,Aguacate,172,47,400
Antioquia,Granada,Gulupa,9,6,90
Antioquia,Granada,Mora,152,148,533
Antioquia,Granada,Cafe,243,201,173
Antioquia,Granada,Caña Panelera,418,417,1376
Antioquia,Granada,Platano,28,28,101
Antioquia,Guadalupe,Lulo,5,5,90
Antioquia,Guadalupe,Cacao,78,42,42
Antioquia,Guadalupe,Cafe,496,430,593
Antioquia,Guadalupe,Caña Panelera,178,172,722
Antioquia,Guadalupe,Stevia,2,1,0
Antioquia,Guadalupe,Platano,15,5,21
Antioquia,Guarne,Fique,3,3,3
Antioquia,Guarne,Hortensia,18,18,630
Antioquia,Guarne,Aguacate,372,291,2619
Antioquia,Guarne,Fresa,9,9,342
Antioquia,Guarne,Gulupa,14,8,144
Antioquia,Guarne,Mora,97,67,938
Antioquia,Guarne,Sabila,30,0,0
Antioquia,Guatape,Aguacate,21,21,133
Antioquia,Guatape,Cafe,21,11,21
Antioquia,Heliconia,Aguacate,19,16,48
Antioquia,Heliconia,Lima,5,5,51
Antioquia,Heliconia,Naranja,6,6,91
Antioquia,Heliconia,Cacao,4,2,2
Antioquia,Heliconia,Cafe,882,767,1430
Antioquia,Heliconia,Caña Panelera,40,40,120
Antioquia,Heliconia,Platano,53,31,31
Antioquia,Hispania,Aguacate,3,3,19
Antioquia,Hispania,Maracuya,10,7,102
Antioquia,Hispania,Naranja,24,17,255
Antioquia,Hispania,Cafe,1115,851,1284
Antioquia,Hispania,Caña Panelera,29,22,103
Antioquia,Hispania,Platano,143,113,938
Antioquia,Itagui,Cafe,31,29,43
Antioquia,Ituango,Aguacate,40,18,144
Antioquia,Ituango,Lima,13,8,40
Antioquia,Ituango,Maracuya,44,37,444
Antioquia,Ituango,Papaya,21,21,164
Antioquia,Ituango,Cacao,290,265,212
Antioquia,Ituango,Cafe,2586,2331,3716
Antioquia,Ituango,Caña Panelera,723,708,2832
Antioquia,Ituango,Platano,256,256,1024
Antioquia,Jardin,Aguacate,96,78,936
Antioquia,Jardin,Banano,369,369,5708
Antioquia,Jardin,Lulo,74,74,740
Antioquia,Jardin,Tomate De Arbol,18,18,540
Antioquia,Jardin,Cafe,2305,1798,2325
Antioquia,Jardin,Caña Panelera,103,83,747
Antioquia,Jardin,Platano,936,906,12684
Antioquia,Jerico,Aguacate,346,290,3190
Antioquia,Jerico,Gulupa,101,91,2457
Antioquia,Jerico,Lulo,8,0,0
Antioquia,Jerico,Tomate De Arbol,30,17,680
Antioquia,Jerico,Cafe,1433,1187,1535
Antioquia,Jerico,Cardamomo,25,25,38
Antioquia,Jerico,Platano,1685,1675,16750
Antioquia,La Ceja,Hortensia,447,395,1679
Antioquia,La Ceja,Aguacate,388,368,3007
Antioquia,La Ceja,Mora,41,26,247
Antioquia,La Ceja,Tomate De Arbol,11,8,196
Antioquia,La Ceja,Cafe,426,357,369
Antioquia,La Ceja,Platano,5,1,6
Antioquia,La Estrella,Aguacate,7,5,35
Antioquia,La Estrella,Citricos,16,16,288
Antioquia,La Estrella,Cafe,42,22,28
Antioquia,La Estrella,Platano,68,68,680
Antioquia,La Pintada,Naranja,125,98,1372
Antioquia,La Union,Hortensia,247,152,5320
Antioquia,La Union,Aguacate,41,31,244
Antioquia,La Union,Fresa,257,177,7965
Antioquia,La Union,Mora,70,61,458
Antioquia,La Union,Tomate De Arbol,73,54,135
Antioquia,La Union,Uchuva,3,3,5
Antioquia,Liborina,Aguacate,182,150,465
Antioquia,Liborina,Banano,180,180,630
Antioquia,Liborina,Granadilla,10,10,63
Antioquia,Liborina,Lima,27,27,193
Antioquia,Liborina,Limon,8,8,56
Antioquia,Liborina,Lulo,7,7,117
Antioquia,Liborina,Mandarina,2,2,12
Antioquia,Liborina,Maracuya,4,4,32
Antioquia,Liborina,Cafe,1685,1488,2309
Antioquia,Liborina,Caña Panelera,110,110,330
Antioquia,Liborina,Platano,37,37,111
Antioquia,Maceo,Caucho,60,60,36
Antioquia,Maceo,Guanabana,178,153,765
Antioquia,Maceo,Guayaba,15,15,75
Antioquia,Maceo,Cacao,1590,1420,994
Antioquia,Maceo,Cafe,119,110,68
Antioquia,Maceo,Caña Panelera,526,506,2024
Antioquia,Maceo,Platano,100,100,2500
Antioquia,Marinilla,Hortensia,31,23,97
Antioquia,Marinilla,Aguacate,355,215,1609
Antioquia,Marinilla,Mora,91,80,640
Antioquia,Marinilla,Tomate De Arbol,74,71,852
Antioquia,Marinilla,Cafe,33,26,23
Antioquia,Medellin,Aguacate,35,33,198
Antioquia,Medellin,Brevo,18,17,116
Antioquia,Medellin,Fresa,28,28,196
Antioquia,Medellin,Guayaba,4,4,14
Antioquia,Medellin,Lima,8,8,66
Antioquia,Medellin,Mandarina,15,15,87
Antioquia,Medellin,Mango,10,10,62
Antioquia,Medellin,Mora,151,150,1050
Antioquia,Medellin,Naranja,13,11,74
Antioquia,Medellin,Tomate De Arbol,48,48,336
Antioquia,Medellin,Cafe,471,433,299
Antioquia,Medellin,Caña Panelera,113,112,673
Antioquia,Medellin,Platano,162,162,969
Antioquia,Montebello,Aguacate,99,42,336
Antioquia,Montebello,Banano,17,17,68
Antioquia,Montebello,Citricos,120,100,1100
Antioquia,Montebello,Mango,35,35,53
Antioquia,Montebello,Cafe,1608,1282,1215
Antioquia,Montebello,Caña Panelera,26,11,55
Antioquia,Montebello,Platano,95,65,520
Antioquia,Murindo,Platano,188,113,563
Antioquia,Mutata,Caucho,25,0,0
Antioquia,Mutata,Lima,44,0,0
Antioquia,Mutata,Limon,6,0,0
Antioquia,Mutata,Piña,23,21,630
Antioquia,Mutata,Palma De Aceite,1900,700,2350
Antioquia,Mutata,Cacao,250,216,173
Antioquia,Mutata,Platano,172,147,1029
Antioquia,Nariño,Aguacate,15,14,99
Antioquia,Nariño,Maracuya,3,3,45
Antioquia,Nariño,Cacao,402,390,234
Antioquia,Nariño,Cafe,1501,1370,2008
Antioquia,Nariño,Caña Panelera,1063,1063,4146
Antioquia,Nariño,Platano,219,209,418
Antioquia,Nechi,Caucho,324,130,130
Antioquia,Nechi,Cacao,37,5,2
Antioquia,Nechi,Platano,25,25,113
Antioquia,Necocli,Caucho,124,94,131
Antioquia,Necocli,Aguacate,116,98,1960
Antioquia,Necocli,Coco,360,343,1201
Antioquia,Necocli,Lima,14,13,65
Antioquia,Necocli,Maracuya,234,234,6786
Antioquia,Necocli,Piña,170,88,8712
Antioquia,Necocli,Cacao,2017,1426,998
Antioquia,Necocli,Platano,3162,2799,26090
Antioquia,Olaya,Aguacate,37,36,108
Antioquia,Olaya,Lima,8,3,16
Antioquia,Olaya,Mango,15,15,195
Antioquia,Olaya,Maracuya,11,8,64
Antioquia,Olaya,Cafe,396,344,474
Antioquia,Olaya,Caña Panelera,3,3,12
Antioquia,Olaya,Platano,79,64,147
Antioquia,Peque,Aguacate,39,25,50
Antioquia,Peque,Cafe,1435,1347,2090
Antioquia,Peque,Caña Panelera,93,78,312
Antioquia,Peque,Platano,88,88,220
Antioquia,Peñol,Aguacate,669,535,6420
Antioquia,Peñol,Gulupa,338,223,5575
Antioquia,Peñol,Lulo,92,72,1296
Antioquia,Peñol,Mora,225,188,2820
Antioquia,Peñol,Tomate De Arbol,100,55,1100
Antioquia,Peñol,Cafe,254,209,325
Antioquia,Pueblo Rico,Cafe,1610,1163,1704
Antioquia,Pueblo Rico,Caña Panelera,184,179,716
Antioquia,Pueblo Rico,Platano,226,225,1575
Antioquia,Puerto Berrio,Caucho,79,29,44
Antioquia,Puerto Berrio,Guanabana,42,25,150
Antioquia,Puerto Berrio,Limon,50,50,300
Antioquia,Puerto Berrio,Sacha Inchi,4,0,0
Antioquia,Puerto Berrio,Cacao,178,178,71
Antioquia,Puerto Berrio,Caña Panelera,20,20,60
Antioquia,Puerto Berrio,Platano,28,28,168
Antioquia,Puerto Nare,Lima,7,7,21
Antioquia,Puerto Nare,Limon,2,2,6
Antioquia,Puerto Nare,Cacao,160,160,72
Antioquia,Puerto Nare,Platano,60,60,360
Antioquia,Puerto Triunfo,Caucho,18,18,27
Antioquia,Puerto Triunfo,Limon,80,75,113
Antioquia,Puerto Triunfo,Cacao,105,80,40
Antioquia,Puerto Triunfo,Platano,92,72,72
Antioquia,Remedios,Sacha Inchi,6,6,5
Antioquia,Remedios,Cacao,270,215,129
Antioquia,Remedios,Cafe,13,13,20
Antioquia,Remedios,Caña Panelera,300,300,4350
Antioquia,Remedios,Platano,216,216,2160
Antioquia,Retiro,Heliconia,9,8,36
Antioquia,Retiro,Hortensia,44,37,296
Antioquia,Retiro,Aguacate,623,478,9560
Antioquia,Retiro,Fresa,8,3,14
Antioquia,Retiro,Gulupa,18,18,180
Antioquia,Retiro,Lulo,13,9,73
Antioquia,Retiro,Mora,45,37,673
Antioquia,Retiro,Tomate De Arbol,10,8,200
Antioquia,Retiro,Cafe,204,173,224
Antioquia,Retiro,Platano,43,37,81
Antioquia,Rionegro,Hortensia,155,132,2376
Antioquia,Rionegro,Aguacate,200,165,1650
Antioquia,Rionegro,Fresa,30,26,2340
Antioquia,Rionegro,Mora,17,17,111
Antioquia,Rionegro,Tomate De Arbol,24,19,266
Antioquia,Rionegro,Uchuva,14,14,280
Antioquia,Rionegro,Plantas Aromaticas Y Medicinales,54,52,788
Antioquia,Sabanalarga,Aguacate,95,84,215
Antioquia,Sabanalarga,Lulo,37,28,224
Antioquia,Sabanalarga,Maracuya,1,1,10
Antioquia,Sabanalarga,Cacao,2,2,1
Antioquia,Sabanalarga,Cafe,1737,1597,2979
Antioquia,Sabanalarga,Caña Panelera,42,42,80
Antioquia,Sabanalarga,Platano,68,49,196
Antioquia,Sabaneta,Cafe,39,35,45
Antioquia,Sabaneta,Platano,11,10,30
Antioquia,Salgar,Aguacate,150,80,1040
Antioquia,Salgar,Banano,137,97,2143
Antioquia,Salgar,Lima,16,10,50
Antioquia,Salgar,Lulo,52,14,336
Antioquia,Salgar,Mandarina,9,9,281
Antioquia,Salgar,Naranja,31,31,636
Antioquia,Salgar,Cafe,7857,5929,11057
Antioquia,Salgar,Caña Panelera,31,15,29
Antioquia,Salgar,Platano,182,142,1540
Antioquia,San Andres,Caucho,2,0,0
Antioquia,San Andres,Agraz,2,0,0
Antioquia,San Andres,Aguacate,15,10,30
Antioquia,San Andres,Lima,21,21,65
Antioquia,San Andres,Maracuya,12,9,135
Antioquia,San Andres,Papaya,4,4,40
Antioquia,San Andres,Cacao,51,47,9
Antioquia,San Andres,Cafe,1171,1044,900
Antioquia,San Andres,Caña Panelera,102,100,350
Antioquia,San Andres,Platano,216,216,648
Antioquia,San Carlos,Aguacate,18,16,48
Antioquia,San Carlos,Cacao,294,217,152
Antioquia,San Carlos,Cafe,800,665,1240
Antioquia,San Carlos,Caña Panelera,1013,938,2814
Antioquia,San Carlos,Platano,552,491,1474
