departamento,municipio,cultivo,área_sembrada,área_cosechada,producción
Cundinamarca,Vergara,Caña Panelera,1380,1353,5412
Cundinamarca,Vergara,Platano,176,176,1056
Cundinamarca,Viani,Caucho,11,4,4
Cundinamarca,Viani,Aguacate,9,2,16
Cundinamarca,Viani,Banano,502,497,4473
Cundinamarca,Viani,Cafe,933,812,770
Cundinamarca,Viani,Caña Panelera,467,467,3269
Cundinamarca,Viani,Platano,121,119,714
Cundinamarca,Villagomez,Aguacate,2,0,0
Cundinamarca,Villagomez,Granadilla,4,2,20
Cundinamarca,Villagomez,Naranja,9,7,21
Cundinamarca,Villagomez,Cafe,133,107,184
Cundinamarca,Villagomez,Caña Panelera,126,126,630
Cundinamarca,Villagomez,Platano,26,24,48
Cundinamarca,Villapinzon,Fresa,90,44,1760
Cundinamarca,Villapinzon,Mora,58,32,576
Cundinamarca,Villapinzon,Tomate De Arbol,43,5,40
Cundinamarca,Villeta,Aguacate,39,25,139
Cundinamarca,Villeta,Banano,27,27,135
Cundinamarca,Villeta,Citricos,70,64,384
Cundinamarca,Villeta,Mango,8,3,18
Cundinamarca,Villeta,Cacao,4,4,4
Cundinamarca,Villeta,Cafe,132,124,139
Cundinamarca,Villeta,Caña Panelera,3356,3356,20136
Cundinamarca,Villeta,Platano,20,20,160
Cundinamarca,Viota,Aguacate,154,104,981
Cundinamarca,Viota,Citricos,474,457,2285
Cundinamarca,Viota,Mango,812,751,30800
Cundinamarca,Viota,Mora,14,9,90
Cundinamarca,Viota,Cacao,350,293,176
Cundinamarca,Viota,Cafe,3654,3179,3979
Cundinamarca,Viota,Caña Panelera,87,67,268
Cundinamarca,Viota,Platano,762,712,6408
Cundinamarca,Yacopi,Heliconia,4,4,24
Cundinamarca,Yacopi,Aguacate,115,79,632
Cundinamarca,Yacopi,Mandarina,216,200,1200
Cundinamarca,Yacopi,Cacao,2621,2371,948
Cundinamarca,Yacopi,Cafe,742,672,695
Cundinamarca,Yacopi,Caña Panelera,1504,1472,6035
Cundinamarca,Yacopi,Sabila,22,12,240
Cundinamarca,Yacopi,Platano,1505,1485,11880
Cundinamarca,Zipacon,Astromelia,8,8,31
Cundinamarca,Zipacon,Eucalipto Baby Blue,12,12,35
Cundinamarca,Zipacon,Fitosporum,14,13,13
Cundinamarca,Zipacon,Helecho,30,27,265
Cundinamarca,Zipacon,Palma Robelina,7,6,6
Cundinamarca,Zipacon,Aguacate,4,1,6
Cundinamarca,Zipacon,Banano,5,4,52
Cundinamarca,Zipacon,Durazno,2,1,7
Cundinamarca,Zipacon,Fresa,27,25,825
Cundinamarca,Zipacon,Mora,6,5,69
Cundinamarca,Zipacon,Tomate De Arbol,15,13,63
Cundinamarca,Zipacon,Chachafruto,4,4,15
Cundinamarca,Zipacon,Cafe,123,115,72
Cundinamarca,Zipacon,Ruscus,24,21,205
Cundinamarca,Zipaquira,Durazno,12,11,220
Guainia,Barranco Mina,Caucho,10,10,15
Guainia,Barranco Mina,Piña,17,7,119
Guainia,Barranco Mina,Cacao,1456,165,66
Guainia,Barranco Mina,Platano,294,287,2009
Guainia,Inirida,Citricos,4,4,30
Guainia,Inirida,Piña,143,126,2142
Guainia,Inirida,Cacao,65,35,21
Guainia,Inirida,Platano,239,204,1020
Guainia,Morichal,Piña,29,27,451
Guainia,Morichal,Platano,8,4,25
Guainia,San Felipe,Piña,99,19,323
Guainia,San Felipe,Platano,7,3,21
Guaviare,Calamar,Caucho,347,62,105
Guaviare,Calamar,Piña,107,55,1925
Guaviare,Calamar,Cacao,221,201,101
Guaviare,Calamar,Caña Panelera,284,171,1026
Guaviare,Calamar,Platano,350,320,3840
Guaviare,El Retorno,Caucho,1009,391,665
Guaviare,El Retorno,Chontaduro,844,544,4352
Guaviare,El Retorno,Piña,172,122,4270
Guaviare,El Retorno,Cacao,725,425,213
Guaviare,El Retorno,Caña Panelera,700,600,3600
Guaviare,El Retorno,Platano,2074,1974,23688
Guaviare,Miraflores,Caucho,185,85,145
Guaviare,Miraflores,Piña,80,30,1050
Guaviare,Miraflores,Cacao,284,134,67
Guaviare,Miraflores,Caña Panelera,316,266,1596
Guaviare,Miraflores,Platano,569,569,6828
Guaviare,San Jose Del Guaviare,Caucho,829,150,255
Guaviare,San Jose Del Guaviare,Chontaduro,448,261,2088
Guaviare,San Jose Del Guaviare,Piña,218,157,5495
Guaviare,San Jose Del Guaviare,Cacao,543,374,187
Guaviare,San Jose Del Guaviare,Caña Panelera,363,260,1560
Guaviare,San Jose Del Guaviare,Platano,2302,1832,21984
Huila,Acevedo,Aguacate,34,18,216
Huila,Acevedo,Banano,52,42,294
Huila,Acevedo,Citricos,11,9,108
Huila,Acevedo,Durazno,4,4,28
Huila,Acevedo,Granadilla,66,46,736
Huila,Acevedo,Guanabana,6,4,56
Huila,Acevedo,Guayaba,11,11,77
Huila,Acevedo,Lulo,71,56,333
Huila,Acevedo,Mora,19,17,102
Huila,Acevedo,Pitahaya,60,26,182
Huila,Acevedo,Piña,4,3,43
Huila,Acevedo,Tomate De Arbol,15,13,91
Huila,Acevedo,Cacao,15,11,7
Huila,Acevedo,Cafe,14348,11842,13472
Huila,Acevedo,Caña Panelera,259,135,944
Huila,Acevedo,Platano,2219,1469,5876
Huila,Agrado,Aguacate,23,22,286
Huila,Agrado,Badea,15,13,264
Huila,Agrado,Citricos,62,56,504
Huila,Agrado,Granadilla,7,6,85
Huila,Agrado,Guanabana,9,8,75
Huila,Agrado,Guayaba,4,4,22
Huila,Agrado,Lulo,20,16,96
Huila,Agrado,Maracuya,20,19,296
Huila,Agrado,Mora,6,6,39
Huila,Agrado,Papaya,4,4,56
Huila,Agrado,Pitahaya,7,6,93
Huila,Agrado,Piña,45,44,748
Huila,Agrado,Tomate De Arbol,5,5,25
Huila,Agrado,Uva,3,2,22
Huila,Agrado,Cacao,221,217,147
Huila,Agrado,Cafe,1332,1099,1231
Huila,Agrado,Caña Panelera,25,22,119
Huila,Agrado,Platano,254,243,807
Huila,Aipe,Aguacate,10,6,50
Huila,Aipe,Citricos,51,46,368
Huila,Aipe,Granadilla,14,14,210
Huila,Aipe,Guanabana,3,3,18
Huila,Aipe,Guayaba,2,2,10
Huila,Aipe,Lulo,15,15,83
Huila,Aipe,Mango,29,25,272
Huila,Aipe,Maracuya,4,4,56
Huila,Aipe,Papaya,18,16,232
Huila,Aipe,Pitahaya,7,7,42
Huila,Aipe,Piña,10,10,152
Huila,Aipe,Uva,2,2,17
Huila,Aipe,Cacao,62,52,29
Huila,Aipe,Cafe,1071,883,913
Huila,Aipe,Caña Panelera,109,99,591
Huila,Aipe,Platano,372,362,2076
Huila,Algeciras,Aguacate,171,106,954
Huila,Algeciras,Banano,504,434,3038
Huila,Algeciras,Cholupa,7,7,49
Huila,Algeciras,Citricos,36,28,336
Huila,Algeciras,Curuba,14,14,98
Huila,Algeciras,Durazno,16,11,77
Huila,Algeciras,Granadilla,174,154,2618
Huila,Algeciras,Guanabana,28,28,385
Huila,Algeciras,Guayaba,10,10,59
Huila,Algeciras,Gulupa,7,7,49
Huila,Algeciras,Lulo,128,124,741
Huila,Algeciras,Mango,5,5,75
Huila,Algeciras,Maracuya,122,122,2187
Huila,Algeciras,Mora,136,133,795
Huila,Algeciras,Papaya,9,9,162
Huila,Algeciras,Pitahaya,14,14,98
Huila,Algeciras,Piña,12,4,80
Huila,Algeciras,Tomate De Arbol,59,59,354
Huila,Algeciras,Uva,10,10,114
Huila,Algeciras,Cacao,405,388,307
Huila,Algeciras,Cafe,5810,4816,5562
Huila,Algeciras,Caña Panelera,319,152,1064
Huila,Algeciras,Platano,1401,1087,3897
Huila,Altamira,Aguacate,19,19,247
Huila,Altamira,Badea,6,6,90
Huila,Altamira,Cholupa,23,13,78
Huila,Altamira,Citricos,191,176,1755
Huila,Altamira,Granadilla,2,2,32
Huila,Altamira,Guanabana,111,85,1364
Huila,Altamira,Lulo,2,2,12
Huila,Altamira,Mango,40,15,240
Huila,Altamira,Maracuya,143,80,1280
Huila,Altamira,Mora,1,1,6
Huila,Altamira,Papaya,50,15,225
Huila,Altamira,Piña,61,51,765
Huila,Altamira,Uva,207,207,1863
Huila,Altamira,Cacao,130,54,38
Huila,Altamira,Cafe,92,77,83
Huila,Altamira,Caña Panelera,50,35,210
Huila,Altamira,Platano,129,125,576
Huila,Baraya,Aguacate,16,16,192
Huila,Baraya,Badea,2,2,21
Huila,Baraya,Banano,114,45,338
Huila,Baraya,Cholupa,14,9,68
Huila,Baraya,Citricos,18,3,18
Huila,Baraya,Curuba,12,12,72
Huila,Baraya,Granadilla,60,39,566
Huila,Baraya,Guanabana,2,2,26
Huila,Baraya,Lulo,77,28,196
Huila,Baraya,Maracuya,43,14,252
Huila,Baraya,Mora,13,13,72
Huila,Baraya,Papaya,28,10,160
Huila,Baraya,Piña,6,6,96
Huila,Baraya,Tomate De Arbol,42,17,99
Huila,Baraya,Uva,3,3,27
Huila,Baraya,Cacao,336,305,183
Huila,Baraya,Cafe,800,722,834
Huila,Baraya,Caña Panelera,127,97,679
Huila,Baraya,Platano,176,153,568
Huila,Campoalegre,Aguacate,50,41,245
Huila,Campoalegre,Banano,26,10,67
Huila,Campoalegre,Cholupa,50,46,276
Huila,Campoalegre,Citricos,61,42,336
Huila,Campoalegre,Granadilla,28,23,368
Huila,Campoalegre,Guanabana,54,49,490
Huila,Campoalegre,Guayaba,8,8,48
Huila,Campoalegre,Lulo,16,16,104
Huila,Campoalegre,Mango,30,27,378
Huila,Campoalegre,Maracuya,56,48,864
Huila,Campoalegre,Mora,20,15,105
Huila,Campoalegre,Papaya,40,32,512
Huila,Campoalegre,Pitahaya,1,1,7
Huila,Campoalegre,Piña,55,52,936
Huila,Campoalegre,Tomate De Arbol,3,2,12
Huila,Campoalegre,Uva,14,11,105
Huila,Campoalegre,Cacao,486,465,326
Huila,Campoalegre,Cafe,1765,1428,1600
Huila,Campoalegre,Caña Panelera,175,105,732
Huila,Campoalegre,Platano,520,467,1564
Huila,Colombia,Aguacate,10,6,72
Huila,Colombia,Cholupa,4,4,32
Huila,Colombia,Citricos,30,25,123
Huila,Colombia,Curuba,5,5,25
Huila,Colombia,Granadilla,138,123,1470
Huila,Colombia,Guanabana,5,3,21
Huila,Colombia,Lulo,92,92,1374
Huila,Colombia,Maracuya,92,89,1068
Huila,Colombia,Mora,5,5,15
Huila,Colombia,Papaya,20,20,300
Huila,Colombia,Pitahaya,17,9,135
Huila,Colombia,Piña,6,6,83
Huila,Colombia,Tomate De Arbol,23,23,138
Huila,Colombia,Uva,5,5,36
Huila,Colombia,Cacao,299,280,196
Huila,Colombia,Cafe,1851,1621,1677
Huila,Colombia,Caña Panelera,376,365,1643
Huila,Colombia,Platano,310,293,1172
Huila,Elias,Aguacate,33,32,384
Huila,Elias,Banano,3,2,14
Huila,Elias,Citricos,9,9,72
Huila,Elias,Granadilla,2,2,32
Huila,Elias,Guanabana,3,2,28
Huila,Elias,Guayaba,1,1,6
Huila,Elias,Lulo,3,3,18
Huila,Elias,Mango,20,20,280
Huila,Elias,Maracuya,16,16,256
Huila,Elias,Mora,1,1,6
Huila,Elias,Papaya,4,4,64
Huila,Elias,Pitahaya,1,1,7
Huila,Elias,Piña,6,6,102
Huila,Elias,Tomate De Arbol,6,6,42
Huila,Elias,Uva,7,7,70
Huila,Elias,Cacao,134,134,67
Huila,Elias,Cafe,1054,867,987
Huila,Elias,Caña Panelera,24,9,63
Huila,Elias,Platano,165,162,530
Huila,Garzon,Aguacate,133,101,1212
Huila,Garzon,Badea,7,6,77
Huila,Garzon,Banano,11,11,121
Huila,Garzon,Citricos,161,117,1053
Huila,Garzon,Curuba,7,5,33
Huila,Garzon,Durazno,25,18,126
Huila,Garzon,Granadilla,86,86,1290
Huila,Garzon,Guanabana,39,38,375
Huila,Garzon,Guayaba,3,3,15
Huila,Garzon,Lulo,290,271,1762
Huila,Garzon,Mango,14,13,130
Huila,Garzon,Maracuya,53,33,528
Huila,Garzon,Mora,102,102,663
Huila,Garzon,Papaya,38,36,576
Huila,Garzon,Pitahaya,26,26,383
Huila,Garzon,Piña,140,140,1960
Huila,Garzon,Tomate De Arbol,36,27,149
Huila,Garzon,Uva,42,36,391
Huila,Garzon,Cacao,116,102,64
Huila,Garzon,Cafe,9421,7770,8706
Huila,Garzon,Caña Panelera,107,49,245
Huila,Garzon,Platano,2494,1883,5865
Huila,Gigante,Aguacate,62,57,342
Huila,Gigante,Badea,14,14,196
Huila,Gigante,Banano,10,10,70
Huila,Gigante,Cholupa,7,7,53
Huila,Gigante,Citricos,58,58,522
Huila,Gigante,Curuba,5,5,27
Huila,Gigante,Durazno,6,6,36
Huila,Gigante,Granadilla,31,31,434
Huila,Gigante,Guanabana,10,10,70
Huila,Gigante,Guayaba,3,2,13
Huila,Gigante,Lulo,101,101,707
Huila,Gigante,Mango,36,36,216
Huila,Gigante,Maracuya,101,75,1043
Huila,Gigante,Mora,31,31,217
Huila,Gigante,Papaya,13,13,208
Huila,Gigante,Pitahaya,13,13,182
Huila,Gigante,Piña,11,11,176
Huila,Gigante,Tomate De Arbol,14,14,84
Huila,Gigante,Uva,36,31,186
Huila,Gigante,Cacao,436,411,238
Huila,Gigante,Cafe,5482,4295,4628
Huila,Gigante,Caña Panelera,222,216,1293
Huila,Gigante,Platano,1118,1058,3350
Huila,Guadalupe,Aguacate,45,43,510
Huila,Guadalupe,Badea,7,4,52
Huila,Guadalupe,Banano,13,10,70
Huila,Guadalupe,Citricos,71,65,780
Huila,Guadalupe,Curuba,6,4,24
Huila,Guadalupe,Durazno,7,5,27
Huila,Guadalupe,Granadilla,34,34,402
Huila,Guadalupe,Guanabana,9,9,81
Huila,Guadalupe,Gulupa,8,7,39
Huila,Guadalupe,Lulo,21,14,96
Huila,Guadalupe,Mango,7,6,66
Huila,Guadalupe,Maracuya,120,88,1225
Huila,Guadalupe,Mora,12,12,69
Huila,Guadalupe,Papaya,19,16,224
Huila,Guadalupe,Pitahaya,15,12,120
Huila,Guadalupe,Piña,10,7,78
Huila,Guadalupe,Tomate De Arbol,16,15,90
Huila,Guadalupe,Uva,37,32,284
Huila,Guadalupe,Cacao,117,108,56
Huila,Guadalupe,Cafe,5074,4292,4809
Huila,Guadalupe,Caña Panelera,52,39,234
Huila,Guadalupe,Platano,1083,912,2961
Huila,Hobo,Aguacate,7,5,55
Huila,Hobo,Badea,3,3,42
Huila,Hobo,Banano,14,11,77
Huila,Hobo,Citricos,10,8,75
Huila,Hobo,Granadilla,8,7,105
Huila,Hobo,Guanabana,4,4,39
Huila,Hobo,Guayaba,2,2,7
Huila,Hobo,Lulo,15,14,81
Huila,Hobo,Mango,5,4,64
Huila,Hobo,Maracuya,15,7,104
Huila,Hobo,Mora,42,39,231
Huila,Hobo,Piña,11,9,162
Huila,Hobo,Tomate De Arbol,9,9,54
Huila,Hobo,Cacao,94,88,53
Huila,Hobo,Cafe,1009,874,979
Huila,Hobo,Caña Panelera,17,7,46
Huila,Hobo,Platano,137,108,383
Huila,Iquira,Aguacate,55,48,578
Huila,Iquira,Badea,7,4,61
Huila,Iquira,Cholupa,6,4,27
Huila,Iquira,Granadilla,106,99,20
Huila,Iquira,Guanabana,22,18,276
Huila,Iquira,Gulupa,10,8,48
Huila,Iquira,Lulo,30,25,173
Huila,Iquira,Maracuya,8,7,107
Huila,Iquira,Mora,22,18,111
Huila,Iquira,Pitahaya,3,1,9
Huila,Iquira,Piña,12,10,162
Huila,Iquira,Tomate De Arbol,15,14,84
Huila,Iquira,Cacao,309,286,143
Huila,Iquira,Cafe,2552,2134,2391
Huila,Iquira,Caña Panelera,172,92,645
Huila,Iquira,Platano,949,845,3381
Huila,Isnos,Aguacate,223,118,1528
Huila,Isnos,Banano,5,5,35
Huila,Isnos,Citricos,22,22,198
Huila,Isnos,Granadilla,78,75,1275
Huila,Isnos,Guayaba,4,4,24
Huila,Isnos,Lulo,162,146,1460
Huila,Isnos,Mango,2,2,32
Huila,Isnos,Mora,218,187,1122
Huila,Isnos,Papaya,3,3,54
Huila,Isnos,Pitahaya,9,6,78
Huila,Isnos,Piña,6,6,102
Huila,Isnos,Tomate De Arbol,41,41,246
Huila,Isnos,Cacao,31,31,15
Huila,Isnos,Cafe,4395,3601,4096
Huila,Isnos,Caña Panelera,4601,2371,18968
Huila,Isnos,Platano,613,589,2392
Huila,La Argentina,Aguacate,98,56,672
Huila,La Argentina,Citricos,27,24,192
Huila,La Argentina,Durazno,150,130,780
Huila,La Argentina,Granadilla,56,56,833
Huila,La Argentina,Guayaba,111,98,441
Huila,La Argentina,Gulupa,9,9,54
Huila,La Argentina,Lulo,101,101,808
Huila,La Argentina,Mora,41,37,222
Huila,La Argentina,Pitahaya,218,203,2436
Huila,La Argentina,Piña,2,2,40
Huila,La Argentina,Tomate De Arbol,27,26,312
Huila,La Argentina,Cafe,2577,2159,2326
Huila,La Argentina,Caña Panelera,166,91,543
Huila,La Argentina,Platano,198,172,1045
Huila,La Plata,Aguacate,149,142,1700
Huila,La Plata,Badea,10,10,143
Huila,La Plata,Banano,60,59,416
Huila,La Plata,Cholupa,4,4,28
Huila,La Plata,Citricos,59,55,383
Huila,La Plata,Curuba,27,26,156
Huila,La Plata,Durazno,31,27,164
Huila,La Plata,Granadilla,102,99,1478
Huila,La Plata,Guanabana,33,33,228
Huila,La Plata,Guayaba,27,27,123
Huila,La Plata,Gulupa,8,8,43
Huila,La Plata,Lulo,194,192,1246
Huila,La Plata,Mango,16,16,160
Huila,La Plata,Maracuya,154,152,2348
Huila,La Plata,Mora,198,192,1206
Huila,La Plata,Papaya,21,21,291
Huila,La Plata,Pitahaya,50,49,588
Huila,La Plata,Piña,22,22,330
Huila,La Plata,Tomate De Arbol,68,68,371
Huila,La Plata,Uva,15,15,147
Huila,La Plata,Cacao,391,375,217
Huila,La Plata,Cafe,11206,9499,10234
Huila,La Plata,Caña Panelera,400,231,1498
Huila,La Plata,Platano,1158,1148,6886
Huila,Nataga,Aguacate,23,8,80
Huila,Nataga,Badea,1,1,14
Huila,Nataga,Citricos,22,14,84
Huila,Nataga,Granadilla,27,24,336
Huila,Nataga,Guanabana,4,4,32
Huila,Nataga,Guayaba,2,2,8
Huila,Nataga,Gulupa,6,5,26
Huila,Nataga,Lulo,9,9,50
Huila,Nataga,Mango,3,3,24
Huila,Nataga,Mora,2,2,8
Huila,Nataga,Pitahaya,11,8,88
Huila,Nataga,Piña,107,98,1663
Huila,Nataga,Tomate De Arbol,8,8,42
Huila,Nataga,Uva,1,1,2
Huila,Nataga,Cacao,126,110,68
Huila,Nataga,Cafe,2016,1744,1804
Huila,Nataga,Caña Panelera,75,67,469
Huila,Nataga,Platano,236,225,563
Huila,Neiva,Aguacate,107,80,1120
Huila,Neiva,Badea,22,19,304
Huila,Neiva,Banano,267,199,1393
Huila,Neiva,Cholupa,18,15,203
Huila,Neiva,Citricos,141,131,1310
Huila,Neiva,Curuba,10,10,70
Huila,Neiva,Granadilla,44,27,459
Huila,Neiva,Guanabana,35,30,450
Huila,Neiva,Gulupa,2,1,7
Huila,Neiva,Lulo,44,42,252
Huila,Neiva,Mango,16,14,168
Huila,Neiva,Maracuya,43,43,731
Huila,Neiva,Mora,22,22,132
Huila,Neiva,Papaya,14,11,198
Huila,Neiva,Piña,56,50,900
Huila,Neiva,Tomate De Arbol,26,26,156
Huila,Neiva,Uva,12,9,108
Huila,Neiva,Cacao,482,482,289
Huila,Neiva,Cafe,4218,3694,3821
Huila,Neiva,Caña Panelera,750,400,2797
Huila,Neiva,Platano,1370,1365,7347
Huila,Oporapa,Aguacate,103,74,888
Huila,Oporapa,Banano,6,3,21
Huila,Oporapa,Citricos,25,18,180
Huila,Oporapa,Durazno,3,3,21
Huila,Oporapa,Granadilla,28,25,350
Huila,Oporapa,Guanabana,8,5,50
Huila,Oporapa,Lulo,47,24,168
Huila,Oporapa,Mango,3,2,28
Huila,Oporapa,Mora,11,6,33
Huila,Oporapa,Pitahaya,25,6,66
Huila,Oporapa,Piña,1,1,16
Huila,Oporapa,Tomate De Arbol,5,2,9
Huila,Oporapa,Uva,2,2,18
Huila,Oporapa,Cacao,70,50,32
Huila,Oporapa,Cafe,3120,2581,2937
Huila,Oporapa,Caña Panelera,58,35,245
Huila,Oporapa,Platano,524,511,2044
Huila,Paicol,Aguacate,33,31,372
Huila,Paicol,Badea,4,4,60
Huila,Paicol,Banano,8,7,56
Huila,Paicol,Citricos,100,98,784
Huila,Paicol,Granadilla,5,2,23
Huila,Paicol,Lulo,7,7,42
Huila,Paicol,Maracuya,5,5,85
Huila,Paicol,Piña,5,3,54
Huila,Paicol,Uva,1,1,9
Huila,Paicol,Cacao,270,266,133
Huila,Paicol,Cafe,1752,1496,1598
Huila,Paicol,Caña Panelera,119,116,814
Huila,Paicol,Platano,51,50,119
Huila,Palermo,Aguacate,30,12,144
Huila,Palermo,Banano,265,265,2120
Huila,Palermo,Cholupa,4,4,28
Huila,Palermo,Citricos,13,13,156
Huila,Palermo,Granadilla,38,32,480
Huila,Palermo,Guanabana,11,11,154
Huila,Palermo,Lulo,8,8,48
Huila,Palermo,Mango,3,2,30
Huila,Palermo,Maracuya,7,4,64
Huila,Palermo,Mora,3,3,18
Huila,Palermo,Papaya,8,6,102
Huila,Palermo,Pitahaya,2,2,14
Huila,Palermo,Piña,2,1,18
Huila,Palermo,Tomate De Arbol,12,10,70
Huila,Palermo,Uva,8,7,70
Huila,Palermo,Cacao,270,246,172
Huila,Palermo,Cafe,2525,2166,2427
Huila,Palermo,Caña Panelera,172,147,1029
Huila,Palermo,Platano,620,589,2481
Huila,Palestina,Aguacate,113,55,660
Huila,Palestina,Banano,3,3,15
Huila,Palestina,Citricos,5,5,30
Huila,Palestina,Durazno,194,185,1850
Huila,Palestina,Granadilla,17,11,176
Huila,Palestina,Guayaba,4,4,32
Huila,Palestina,Lulo,38,33,165
Huila,Palestina,Mora,20,17,170
Huila,Palestina,Pitahaya,460,300,4500
Huila,Palestina,Tomate De Arbol,56,31,310
Huila,Palestina,Cacao,6,6,3
Huila,Palestina,Cafe,4868,4003,4554
Huila,Palestina,Caña Panelera,29,9,86
Huila,Palestina,Platano,209,190,760
Huila,Pital,Aguacate,57,22,286
Huila,Pital,Badea,6,3,33
Huila,Pital,Citricos,55,38,266
Huila,Pital,Curuba,6,6,48
Huila,Pital,Durazno,27,21,137
Huila,Pital,Granadilla,17,13,143
Huila,Pital,Guanabana,16,12,36
Huila,Pital,Guayaba,6,4,20
Huila,Pital,Lulo,30,19,152
Huila,Pital,Maracuya,12,8,30
Huila,Pital,Mora,18,15,90
Huila,Pital,Papaya,6,3,33
Huila,Pital,Pitahaya,1,1,10
Huila,Pital,Piña,14,10,140
Huila,Pital,Tomate De Arbol,11,9,45
Huila,Pital,Uva,14,10,95
Huila,Pital,Cacao,151,143,79
Huila,Pital,Cafe,4756,3903,4373
Huila,Pital,Caña Panelera,159,139,904
Huila,Pital,Platano,902,758,2577
Huila,Pitalito,Aguacate,193,148,1776
Huila,Pitalito,Banano,28,26,182
Huila,Pitalito,Citricos,65,63,504
Huila,Pitalito,Curuba,4,4,24
Huila,Pitalito,Durazno,99,99,693
Huila,Pitalito,Granadilla,108,83,1411
Huila,Pitalito,Guanabana,24,10,100
Huila,Pitalito,Guayaba,81,70,430
Huila,Pitalito,Lulo,348,283,1698
Huila,Pitalito,Mora,181,180,1257
Huila,Pitalito,Papaya,10,7,105
Huila,Pitalito,Pitahaya,36,29,342
Huila,Pitalito,Tomate De Arbol,77,61,427
Huila,Pitalito,Uva,7,7,84
Huila,Pitalito,Cacao,72,57,34
Huila,Pitalito,Cafe,18319,15150,17236
Huila,Pitalito,Caña Panelera,853,497,3479
Huila,Pitalito,Platano,2435,2396,9820
Huila,Rivera,Aguacate,72,47,651
Huila,Rivera,Badea,16,10,147
Huila,Rivera,Banano,259,230,1610
Huila,Rivera,Cholupa,156,134,938
Huila,Rivera,Citricos,71,67,931
Huila,Rivera,Granadilla,24,5,90
Huila,Rivera,Guanabana,54,29,428
Huila,Rivera,Guayaba,116,104,729
Huila,Rivera,Gulupa,5,4,28
Huila,Rivera,Lulo,34,28,198
Huila,Rivera,Mango,9,4,64
Huila,Rivera,Maracuya,181,181,3620
Huila,Rivera,Mora,28,27,186
Huila,Rivera,Papaya,37,35,560
Huila,Rivera,Tomate De Arbol,23,19,130
Huila,Rivera,Uva,83,76,1058
Huila,Rivera,Cacao,970,952,762
Huila,Rivera,Cafe,740,620,694
Huila,Rivera,Caña Panelera,178,173,1211
Huila,Rivera,Platano,499,482,2284
Huila,Saladoblanco,Aguacate,180,90,1080
Huila,Saladoblanco,Banano,2,2,14
Huila,Saladoblanco,Citricos,57,32,416
Huila,Saladoblanco,Granadilla,16,16,240
Huila,Saladoblanco,Guanabana,8,2,26
Huila,Saladoblanco,Guayaba,19,14,104
Huila,Saladoblanco,Lulo,70,70,490
Huila,Saladoblanco,Mango,3,3,42
Huila,Saladoblanco,Mora,8,8,48
Huila,Saladoblanco,Pitahaya,5,5,35
Huila,Saladoblanco,Uva,6,5,60
Huila,Saladoblanco,Cacao,78,76,45
Huila,Saladoblanco,Cafe,3450,2733,3109
Huila,Saladoblanco,Caña Panelera,189,104,728
Huila,Saladoblanco,Platano,380,330,1137
Huila,San Agustin,Aguacate,337,247,2219
Huila,San Agustin,Banano,16,11,77
Huila,San Agustin,Citricos,10,8,49
Huila,San Agustin,Curuba,13,11,63
Huila,San Agustin,Durazno,4,4,24
Huila,San Agustin,Granadilla,189,168,2520
Huila,San Agustin,Guayaba,9,9,45
Huila,San Agustin,Lulo,135,111,774
Huila,San Agustin,Mora,175,141,913
Huila,San Agustin,Papaya,4,3,38
Huila,San Agustin,Pitahaya,12,9,85
Huila,San Agustin,Piña,5,4,48
Huila,San Agustin,Tomate De Arbol,58,53,318
Huila,San Agustin,Cacao,2,1,0
Huila,San Agustin,Cafe,5517,4439,5050
Huila,San Agustin,Caña Panelera,3509,1757,14056
Huila,San Agustin,Platano,607,577,1673
Huila,Santa Maria,Aguacate,90,80,933
Huila,Santa Maria,Banano,15,15,100
Huila,Santa Maria,Cholupa,2,2,11
Huila,Santa Maria,Citricos,11,11,78
Huila,Santa Maria,Granadilla,186,181,3077
Huila,Santa Maria,Lulo,11,9,63
Huila,Santa Maria,Maracuya,5,4,62
Huila,Santa Maria,Pitahaya,9,8,88
Huila,Santa Maria,Tomate De Arbol,14,14,80
Huila,Santa Maria,Cacao,26,23,16
Huila,Santa Maria,Cafe,3094,2614,2929
Huila,Santa Maria,Caña Panelera,284,241,1304
Huila,Santa Maria,Platano,956,951,3407
Huila,Suaza,Aguacate,96,66,792
Huila,Suaza,Banano,22,14,135
Huila,Suaza,Cholupa,3,2,15
Huila,Suaza,Citricos,27,26,234
Huila,Suaza,Granadilla,32,32,352
Huila,Suaza,Guanabana,25,23,196
Huila,Suaza,Gulupa,3,3,15
Huila,Suaza,Lulo,13,13,91
Huila,Suaza,Maracuya,302,280,4483
Huila,Suaza,Mora,57,57,341
Huila,Suaza,Papaya,16,11,151
Huila,Suaza,Pitahaya,17,17,170
Huila,Suaza,Piña,6,5,117
Huila,Suaza,Tomate De Arbol,10,10,55
Huila,Suaza,Uva,11,11,116
Huila,Suaza,Cacao,82,75,38
Huila,Suaza,Cafe,6908,5545,6213
Huila,Suaza,Caña Panelera,70,60,360
Huila,Suaza,Platano,209,171,533
Huila,Tarqui,Aguacate,125,96,960
Huila,Tarqui,Badea,7,6,88
Huila,Tarqui,Banano,5,3,27
Huila,Tarqui,Citricos,72,72,576
Huila,Tarqui,Durazno,19,13,65
Huila,Tarqui,Granadilla,40,30,295
Huila,Tarqui,Guanabana,19,16,128
Huila,Tarqui,Lulo,12,9,59
